RT @anmolhgore: No one can match shipping &amp; delivery time by @amazonIN https://t.co/Fb9EurwaxX,0,1,0,0,0
"@flipkartsupport You won't bring that offer for me again, right??? Your technical glitch becomes witch for me! :(",0,1,0,0,0
@flipkartsupport yeah looks like in my case all your sellers have a flat charge of 70 bucks.Buy a book worth 200 and pay 70 shipping.,0,1,0,0,0
@Flipkart 1. Woodpecker bar cabinet 2. Micromax (124 cm) 4K LED TV 3. IFB 23L microwave oven #FlipkartFestiveHomes https://t.co/f5w5KtEBfy,0,0,0,0,1
"RT @NehaBhasker1: Try Try Try Try, Really try the best deals which will come from 13th to 17th Oct #AmazonFestiveSale @amazonIN https://t...",0,0,0,1,0
RT @MaybellineIndia: @livelycute Tag your friends and share your favorite runway look from Amazon India Fashion Week to win big. #Maybellin...,0,0,0,0,1
@flipkartsupport plz cancel this order.,0,1,0,0,0
RT @daekesari: Men are respectable too... First respect yourself before anyone else.... Celebrate #Mensday19Nov @Flipkart,0,0,0,0,1
@ICICIBank i didnt get my flipkart vocher,0,0,0,0,1
Follow @sonymusicindia and Participate in #ShorShagunShaddi #Contest to win flipkart vouchers @ShashankJaswal @piyushpuri12 @BharatMaheshw16,0,0,0,1,0
@flipkartsupport @flipkart ekart logistics FMPP0758420786 #lazyflipkart #worstflipkart #flipkartisflopkart #dumbflipkart,0,1,0,0,0
@Flipkart #LuxuryBudget Be anywhere in the couch you get the best view and same chilled water #FlipkartFestiveHomes https://t.co/2fyRoBzWpH,0,0,0,0,1
@tossidos corporate-gifting @nuenew @diwaligifting available @onlinebb1 amazon flipkart snapdeal... https://t.co/rlOARVFCDp,0,0,0,0,1
@Flipkart,0,0,0,0,1
@sonymusicindia Frnds join and win flipkart vouchers #ShorShagunShaadi @Anu94918352 @Raghini3 @imrank414 @Kaushik63753803,0,0,0,0,1
@Flipkart @WorkAtFlipkart App is crashing in #ios7 . Plz fix it,1,0,0,0,0
@Flipkart #FlipkartFestiveHomes .. My Favorite wish list. Would love to own them one day!! https://t.co/fPY3YgFpmS,0,0,0,0,1
@Flipkart #flipkart yipeee https://t.co/DhcS9xOUlf,0,0,0,0,1
Buy moto x flipkart: https://t.co/pvAsGlVocu #CHELIV #SonyTerrific20 #HaveAFrightfulDay #ModiBhagaoDeshBachao #MentionAnyoneWithFewWords,0,0,1,0,0
"@amazonIN @AmazonHelp this is really a pathetic service, bad impression of urs. I thought you are best in ur field. https://t.co/jaCPloCAR6",0,1,0,0,0
Download the @Matchify app from here:- https://t.co/iRrqIIt59a Review it and win Moto X Play and @Flipkart Voucher Daily @e2565f01eaa440f,0,0,0,0,1
@flipkartsupport They reject their customers to replace defective phone. Cheating by flipkart.,0,1,0,0,0
Flipkart Deal: Flipkart The Big Billion Days 13th 17th October 2015 http://t.co/tfVk3M9R3E http://t.co/agWInnxeFK,0,0,0,1,0
Download the @Matchify app from here:- https://t.co/iRrqIIt59a Review it and win Moto X Play and @Flipkart Voucher Daily @abhishekshah,0,0,0,0,1
@Flipkart #FlipkartFestiveHomes i want a ddlj bean bag Bedsheet Philips air fry https://t.co/35vV0fsHcU,0,0,0,0,1
RT @ETtech: Flipkart's largest seller WS Retail has tripled its turnover to combined sales of Shoppers Stop and others https://t.co/yjLcrF5...,0,0,0,0,1
@thefreejinn I want Flipkart Voucher with exchange of ask ke worth 1000.,0,0,0,0,1
RT @IndiaTrenders: amazonIN Did you know that #AmazonSaleDay2 was Trending Topic for 4 hours? http://t.co/BsRlImBIX8 #trndnl,0,0,0,0,1
@Paytmcare Ticket #114057689,0,1,0,0,0
Snapdeal is the best. Got my product very quickly from Snapdeal.,0,1,0,0,0
RT @ShaktSahay: @Rajat_nda's (my jiju's) debut book! available on @amazonIN @TSBookClub @amit_hope @notionpress Pl hv a look/ retweet http:...,0,0,1,0,0
@The_Archattire Participate in our #MaybellineAtAIFW giveaway! Share your favorite runway look from Amazon India Fashion Week and win big.,0,0,0,0,1
RT @menarehumantoo: @amazonIN @amazon @Flipkart Please start noticing all the good things Men do . #MenAreHumanToo #MensDay19Nov https:...,0,0,0,0,1
@Snapdeal_Help @dr_bhatiya These frauds &amp; criminals won't help. They r here to harass &amp; time waste. Go to consumer forum for help.,0,1,0,0,0
@Flipkart #FlipkartFestiveHomes I'll watch my favourite shows sitting on sofa while eating grilled sandwich #10 https://t.co/XbCq3FvTnH,0,0,0,0,1
@Paytmcare hope these mistakes won't repeat :),0,1,0,0,0
RT @LungFakeer: Yo @Flipkart how will you start with big billion sale tomorrow when even the prequel game ain't working? http://t.co/dhjIF...,0,0,0,0,1
@flipkartsupport no response regarding my complaint,0,1,0,0,0
"@flipkartsupport @punitsoni Punit Sir, waited too long for my phone and customer executive said its been cancelled. Please look into this",0,1,0,0,0
RT @happychirpings: Super love this sale...its so fabulous!wish you could shop again !#SundayFleaMarket @shopclues http://t.co/HRDUeYG6Bt h...,0,0,0,1,0
@ShopClues A6) Both actually! Value for money for some great utility products #SundayFleaMarket #SundayFleaMarket,0,0,0,0,1
Buy moto x from flipkart: https://t.co/pvAsGlVocu\ #RajivBharatRatnaWapsi Raghuram Rajan Avijit Roy #india #online #offer #deal #mobile,0,0,1,0,0
@Flipkart forgot Chromecast even other offers are not present in my cart...resolve it asap email id kailashajju@gmail,0,1,0,0,0
"@flipkartsupport @Flipkart so u guys dont check DMs ? Probably u dont care ur customers anymore, great, lovely, amazing.",0,1,0,0,0
RT @AnantRangaswami: I think @TheQtiyapaGuy spot for @Flipkart should win every award that exists. http://t.co/dFAfYacR1A ... ... ... @beastoftr...,0,0,0,0,1
#duped .. A seller duped me and am sure @amazonIN played a part as all the emails went thru them .. they were aware and did nothing !,0,1,0,0,0
@Flipkart what would the starting time of big billion sale. night 12 am or morning?,0,0,0,0,1
@snapdeal : Love a feature in OnePlus One? Tweet about it and you could win one yourself! Visit: http://t.co/KDG1K1K8D8 @OnePlus_IN,0,0,0,0,1
@MadhuriDixit @AddlCPTraffic @DCPSouthBCP @EventsBangalore @TOIEntertain @DCPEASTDIVISION @Flipkart @firstpost @GOKUpdates @RGVzoomin,0,0,0,0,1
"RT @Flipkart: The #FlipkartFestiveHomes contest is on! Re-imagine your home, send in your wish list &amp; win EGVs worth Rs.2000/- https://t.co...",0,0,0,0,1
LMI Flipkart opens fulfilment centre near Gurgaon: Flipkart said the service would facilitate quicker deliveri... http://t.co/Ka7BSnGou7,0,0,0,0,1
@Arjunlal_ @amazonIN yea... I was abt to buy one last month for 80K and now the price is like 89K for the same price.. #MacBookPro #Retina,0,0,0,1,0
RT @HrithikInspires: Amazing and affordable range of #HRX watches available only on Flipkart. Get yours now and #PushYourExtremeOnTime... h...,0,0,1,0,0
"[Updated] Paytm coupons for new users-Free 25 Rs recharge,100% cashback on recharges and 250 Rs on 299 Rs or... https://t.co/tRr0dYdOiP",0,0,0,1,0
RT @faasos: #AajKhaneMeinKyaHai Get 50% Cashback upto Rs. 100 on your Paytm Wallet. Hundreds of options from Breakfast to Dinner https://t....,0,0,0,1,0
@flipkartsupport Why you calling other numbers when I am providing my alternate number here only +91 - 8527112626,0,1,0,0,0
"@flipkartsupport @Flipkart , , , Earphone ????? #BigBillionDay???",0,0,0,0,1
"40%-50% #Cashback on clothing men, women @Paytm + 2.5% extra #Cashback from us -&gt; https://t.co/biKKQON3uk https://t.co/l3t1GrF8Gr",0,0,0,1,0
@Flipkart #FlipkartFestiveHomes I'll watch my favourite shows sitting on sofa while eating grilled sandwich #6 https://t.co/TeL5RJCVvQ,0,0,0,0,1
When the arrival of the Flipkart delivery guy makes you change the shirt you've been in for 3 days then you need to get your shit together,0,0,0,0,1
RT @aajtak: Flipkart 2.5 ... https://t.co/SLDuu0s5wu,0,0,0,0,1
"RT @CupoNation_IN: Where else would you find the best #Snapdeal Coupons online, but here at Cuponation! http://t.co/XoGFRCmU3K",0,0,0,0,1
Buying on Snapdeal is a smart choice. I love to shop from a wide range of products which are available here.,0,0,1,0,0
"RT @Kaminapun: Hyderabad Man Duped Flipkart Of Rs 20 Lakh, By Exploiting Company's Item Return Policy http://t.co/ctCaCVS448 via @ind...",0,0,0,0,1
RT @MaybellineIndia: @Priya_Walli Participate in our #MaybellineAtAIFW giveaway! Share your favorite runway look from Amazon India Fashion ...,0,0,0,0,1
@zigzackly @Flipkart isn't letting me buy. I click on add to cart and it shows me empty cart :( @niknakpadywhack https://t.co/v7ydJAW1rg,0,1,0,0,0
RT @MaybellineIndia: @iyersneha Participate in our #MaybellineAtAIFW giveaway! Share your favorite runway look from Amazon India Fashion We...,0,0,0,0,1
.@flipkartsupport causes inconvenience at times since we assume card will be accepted as the same is communicated through SMS.,0,1,0,0,0
What offers does @Flipkart have on #MensDay19Nov Do they notice all the good things men do https://t.co/IAsPi3zGIY,0,0,0,0,1
Shared it and wish to win big! Participated in the #FlipkartFestiveHomes contest! @Flipkart https://t.co/wJHkbe3XQm,0,0,0,1,0
Amazon Great Indian Festive Sale to Take on Flipkarts Big Billion Days http://t.co/orsa3OdNQA,0,0,0,0,1
RT @shingorashop: We're going to be at the Amazon India Fashion Week SS16! Participate &amp; stand a chance to win! #ShingoraAtAIFW http://t...,0,0,0,0,1
"@Flipkart never asked to cancel this order OD304054572921115000, then too received a message that ur order is cancelled. #pathetic",0,1,0,0,0
Micromax Yu smartphone goes on open sale on Snapdeal and Amazon.in for Diwali http://t.co/b1fvoqLzxE,0,0,1,0,0
RT @shiladitya_: Tu cheez badi hai mast mast @akshaykumar live with @Flipkart #flyhigh What awesome performance! #bigbillionthankyou https:...,0,0,0,0,1
@Shabsayyed @AnuragRewar #JOIN &amp; #WIN Rs 5000 Flipkart Voucher from @PrivilegeCard1 #FeelPrivilegedCompetition https://t.co/ZvWQTOjMHT,0,0,0,0,1
RT @hg6: How to send a Watch to a small town? Amazon n Flipkart don't deliver there. Can I Bluedart from here? They do. Any better options?,0,1,0,0,0
"@AmazonHelp @amazonIN ?? Emails thru u, Order cancelled no reason, negative feedback removed by u..should inform u? http://t.co/0Wqk3KAGLp",0,1,0,0,0
Furniture at Flipkart - Now available in 5 more cities! http://t.co/OWjw9NpTcg,0,0,1,0,0
Wonderful phone offered by @Snapdeal. Super Quick web surfing is now possible OnePlus One. Great! https://t.co/M5QXrCzKHz,0,0,1,0,0
There can't be a better deal!! 49 only!!! Railroad Tales!!! http://t.co/kYrqLl2vhY via #kindleindia #ebook #deal #Amazon #amazonindia,0,0,0,1,0
@flipkartsupport The watch which i ordered was not packed properly in it's case. The case was open in the box. My id: alenvas40@gmail.com,0,1,0,0,0
@sparkle_girl03 @flipkart u will for sure,0,0,0,0,1
@Flipkart #FlipkartFestiveHomes VU led TV Kent Maxx water UV purifier Prestige delux total mixer https://t.co/KUFPynPDAJ,0,0,0,0,1
RT @MaybellineIndia: @The_Archattire Participate in our #MaybellineAtAIFW giveaway! Share your favorite runway look from Amazon India Fashi...,0,0,0,0,1
"RT @DrSatvikPatel: Finally, will hv hands on @rvaidya2000's masterpiece! Amazing Sunday starter! Thank U @amazonIN for swift delivery! http...",0,1,0,0,0
SA has won 1/4 part of paytm series.will INDIA stop the winnings of protiyaaj. #IndvsSA,0,0,0,0,1
@Paytmcare oky.,0,0,0,0,1
Our favorite runway look from Amazon India Fashion Week! Share yours to win something exciting. #MaybellineAtAIFW http://t.co/4IuZMxFmjZ,0,0,0,0,1
@Flipkart #FlipkartFestiveHomes I'll watch my favourite shows sitting on sofa while eating grilled sandwich #4 https://t.co/Do27g2KmQN,0,0,0,0,1
Where can I get an #iPhone4S at the best price? And what are the chances of it's price drop down in 5 days (flipkart sale)?,0,0,0,1,0
@Flipkart Whirlpool refrigerator double door,0,0,0,0,1
WS Retail's Logistics Division Has Been Bought Back By Flipkart Ltd; Is It Preparation For - http://t.co/4tt38qLW0p,0,0,0,0,1
@Paytmcare I wanna stick on to Paytm,0,1,0,0,0
"Internet shopping in India before Flipkart was like - if you order a pen, they would deliver a condom instead...after 9 months. :-) #temp",0,0,0,0,1
@Flipkart will you be having steal deals this time also?,0,0,0,1,0
"Localisation is key to building an app-only economy: Mausam Bhatt, Senior Director, Flipkart: From offline to ... https://t.co/CSOrezhKJQ",0,0,0,0,1
"orderd a cell fone frm #amazonindia #AmazonFestiveSale,was delivered today,i opened it, instead of fone i got brick http://t.co/LmL7gKdTIg",0,1,0,0,0
@shalongUBX @Flipkart Major dynamic pricing at play! bought d same title at 99/- from flipkart 36 hrs ago. 100/- for delvry is unheard of,0,0,0,1,0
RT @Swats26: Are u #BigBillionDaysReady? Remember to visit @Flipkart app via @Cashkarocom mobile site &amp; get Flipkart GVs from us! http://t....,0,0,0,0,1
Wonderful phone offered by @Snapdeal. Multi-tasking is easy on OnePlus One! Great stuff! https://t.co/jb6osbewPp ..21,0,0,1,0,0
"@Flipkart Shipping for 1 curtain is 50. When I try to order 4 pieces of same curtain in same order, why is dlvry charge increased to 200?",0,1,0,0,0
@flipkart Done with my entries. Hope to get lucky! #FlipkartFestiveHomes,0,0,0,0,1
Paytm's Vijay Shekhar Sharma may dilute up to 1% stake to fund payment bank #Facebook #android #app go to https://t.co/NrXa2OIzfS,0,0,0,0,1
RT @MaybellineIndia: @Rawritz Tag your friends and share your favorite runway look from Amazon India Fashion Week to win big. #MaybellineAt...,0,0,0,0,1
@Flipkart is awesome,0,0,0,0,1
RT @ShopClues: Don't forget to check you inbox tonight for a special surprise from us! #BiggestThankYou Sale http://t.co/sYHSKjipkG http://...,0,0,0,0,1
RT @sureshrao2008: What's ur offer n discounts for me on #mensday19nov https://t.co/cZPFsKWF6l @Flipkart,0,0,0,0,1
"RT, ravi_raghunath: On the upside Flipkart has more action figures for sale from #StarWarsVII than amazonIN #TheForceAwakens #TFAStarWars #...",0,0,1,0,0
#FlipkartFestiveHomes @Flipkart My festive home wish list (Hope to win with U) https://t.co/IjOUNoz0Q3,0,0,0,0,1
"@_sachinbansal Congrats to you on your 8th bday flipkart.. u should mentor your customer service, issue resolution and honour committed date",0,1,0,0,0
The Great Indian Festival Sale. October 13th-17th. #AmazonIndia #TweetsNow http://t.co/x78cboMaS2 http://t.co/2k3mmViADN,0,0,0,1,0
@tsparks 2015 @duffandphelps financing &amp; #valuation of #startups : when will #flipkart and #snapdeal provide an exit to its investors,0,0,0,0,1
@amazonIN i want to cancel one of my order please help me email: pdas1234manash@gmail.com Order Number: 403-3179191-5624313,0,1,0,0,0
@Icy_Dragonati Participate in our #MaybellineAtAIFW giveaway! Share your favorite runway look from Amazon India Fashion Week and win big.,0,0,0,0,1
@flipkartsupport Thank you :-),0,1,0,0,0
@unluckyiitian @Flipkart @_sachinbansal,0,0,0,0,1
@Flipkart #FlipkartFestivalHomes https://t.co/cFTes7pm5Q,0,0,0,0,1
@flipkartsupport @Flipkart ur team is ignoring my potential problem. Soon I will register an F.I.R. naming flipkart as the co-accused.,0,1,0,0,0
gshrivastava4: RT baapoffers: #Sunday Loot: P1000 #Kids #Educational Learning Tablet at Rs 198 ShopClues Coupon here ...,0,0,0,1,0
@iyersneha Participate in our #MaybellineAtAIFW giveaway! Share your favorite runway look from Amazon India Fashion Week and win big.,0,0,0,0,1
RT @ramsa_b: @snapdeal 9212692126 @TataSky 18602086633 @SamsungMobileIN 180030008282 @CocaCola 18002082653 @titanwatches 18002660123 Ask to...,0,0,0,0,1
@amazonIN and @Flipkart are offering the #StarWars #TheForceAwakens action figures for sale now!!! Woohoo !!!!! #KyloRen #CaptainPhasma,0,0,1,0,0
@flipkartsupport #refund pending worth Rs.8281 from last 10 days. Please look the issue on #priority,0,1,0,0,0
"@flipkartsupport Purchased an e book 15mins ago. Got invoice, sms ,email. All except my e book. Unacceptable. Toll Free phone useless.",0,1,0,0,0
RT @priyasharma4211: I am going to upgrade my accessories to have the prettiest ones that my friends don't have! ;) #AmazonSaleDay2 @amazon...,0,0,0,0,1
@Flipkart #FlipkartFestiveHomes This Looks Cool https://t.co/cCTzyLwhan,0,0,0,0,1
@Flipkart Whts d problem with d app. M trying to login for playing the game but its keep on processing??? Kindly remove such errors.,1,0,0,0,0
RT @MaybellineIndia: @Fragsk Participate in our #MaybellineAtAIFW giveaway! Share your favorite runway look from Amazon India Fashion Week ...,0,0,0,0,1
@Paytmcare its an urgent case.,0,1,0,0,0
@Paytmcare no reply from the cybercell team.,0,1,0,0,0
#flipkart when my order deliver to my home? Today 11 th oct. delivery date 10th oct? http://t.co/vnsISjd6sB,0,1,0,0,0
:https://t.co/f8qf2I2ZXW<:https://t.co/mhCOexL6Zc https://t.co/6cplMcVLfe,0,0,0,0,1
"How Flipkart, Amazon, others are gearing up for festive season: Manjunath V*, who juggles two jobs with colleg... http://t.co/hLh5ooevhY",0,0,0,0,1
RT @MasculistA: What offers does @amazon @amazonIN have on #MensDay19Nov Have you noticed all the good things men do https://t.co/IAsPi3zGIY,0,0,0,0,1
"@Flipkart Philips Air Fryer 4 healthy initiative, Micromax 42'' Led TV 4 ultimate entertainment &amp; Hometown Wardrobe 4 #FLipkartFestiveHomes.",0,0,0,0,1
Pic 2 : Akshay sir spotted at Flipkart Big billion day success party last night!https://t.co/i1XcJxsIM9,0,0,0,0,1
#ContestAlert Participate and win #Flipkart #Vouchers #MannersAli https://t.co/TuZzaXcSKD,0,0,0,0,1
FLIPKART OFFERS https://t.co/4Rbpv6nZj3,0,0,0,1,0
"Cool things, nice shopping on Snapdeal. Makes you smile. Great to shop from a wide variety of products on Snapdeal.",0,0,1,0,0
@amazon were to deliver my product today. they couldn't n message me that I have requested delay. What nonsense. #amazonindia #dissapointed,0,1,0,0,0
"Wonderful phone offered by @Snapdeal. 5.5"" FHD IPS display of OnePlus One ensures smooth navigation! Great! https://t.co/S4rtEHxoBW",0,0,1,0,0
Being a savvy communicator just got simpler. STNT now at 25% discount on Flipkart mobile app. http://t.co/MuI5AuaAE0 http://t.co/ePB6LTRELr,0,0,0,1,0
RT @HarunRaajGupta: What are some of the biggest lies in India? Ans: Flipkart's big billion day offers Source:Quora #Flopkart,0,0,0,0,1
RT @spreadwall: Get big discounts on #wearables and sports tech! https://t.co/Ge7e7Z3n5H @Flipkart https://t.co/myRgHQ76vI,0,0,0,1,0
@Paytmcare hope so..,0,0,0,0,1
"@Flipkart My wishlist: n induction cooktop, TV n a washing machine 2 make my mom's life easy #FlipkartFestiveHomes https://t.co/qLAdkw08SA",0,0,0,0,1
@flipkartsupport sonu_indrasen@yahoo.com,0,0,0,0,1
RT @DsouzaJennifer: Q.5- Tell us about the 5 things which you will keep ready while you shop at the #BigBillionDaysReady offer! @Flipkart,0,0,0,0,1
"Wonderful phone offered by @Snapdeal. 5.5"" FHD Display of OnePlus One provides an amazing wide view w/ vivid colors https://t.co/S4rtEHxoBW",0,0,1,0,0
Friends lets win @Flipkart vouchers with @DsouzaJennifer Participate in #BigBillionDaysReady contest now.!!,0,0,0,0,1
@Paytmcare cool thanks :),0,1,0,0,0
@flipkartsupport Why was this order cancelled at last min? After 6 days? Very annoyed!,0,1,0,0,0
Amazon Festive Sale vs Flipkart Big Billion Days Sale offers - http://t.co/hws22lXjJ1 #flipkartbigbillionday #fllipkartvsamazon #amazonsale,0,0,0,1,0
@amazonIN do check my feedback on the chat with your Customer Care today.,0,1,0,0,0
RT @phoneradarblog: Lenovo Phab Plus Phablet now available on Amazon India http://t.co/TFdexJHQGD http://t.co/kLyDnWrVMw,0,0,1,0,0
RT @Being_Akbar: Do u knw what is SFM? its Baap of all online shoping companies's offer #SundayFleaMarket @ShopClues http://t.co/tgPejg4XqD,0,0,0,0,1
Rocking_Virat: aviralj11: RT https://t.co/ZD4kACGpLf tsparks 2015 duffandphelps financing &amp; #valuation of #startups : when will #flipkart...,0,0,0,0,1
@Paytmcare Attached the response got from HDFC Bank customer care. They are responding as no transaction held in that day of Rs.1024.,0,1,0,0,0
Flipkart Big Billions Sale QA #freebies http://t.co/C0k34jjlPz,0,0,0,0,1
@Flipkart l #LuxuryBudget Sit anywhere in the couch you get the best view and same chilled water. #FlipkartFestiveHomes,0,0,0,0,1
@_sachinbansal Not taking replacement request.,0,1,0,0,0
@Paytmcare Oh. Haha. Okay. :),0,0,0,0,1
RT @MaybellineIndia: @meenjl Tag your friends and share your favorite runway look from Amazon India Fashion Week to win big. #MaybellineAtA...,0,0,0,0,1
@Flipkart shared flipkart....hope to win.... #FlipkartFestiveHomes,0,0,0,0,1
@Snapdeal_Help thx also do lemme knw whether der is 1 day delivery option fr 560011 pin code fr yu unique mobile sale on 6th,0,1,0,0,0
Wonderful phone offered by @Snapdeal. Non-stop entertainment with hours of video watching! OnePlus One is great! https://t.co/M5QXrCzKHz,0,0,1,0,0
@sonymusicindia @bhawnakohli5 @PaLyStHa1 @iamkirtidixit @RituSha68761773 @SNEHAJAIN4 Participate &amp; win Flipkart vouchers!#SHORSHAGUNSHAADI,0,0,0,0,1
Here are some tips to help you sail through the #Flipkart Big Billion Days sale #BigBillionDaysReady http://t.co/hMobgg9Xea,0,0,0,0,1
@Snapdeal_Help 560011 its available???,0,1,0,0,0
@Paytmcare Paytm-Bourbon offer- facing same problem again. Show 'try again' message when coupon code is being proceed. Please solve this.,0,1,0,0,0
@Paytmcare I haven't received my money Isn't that fraud ? I returned your awful product where is my money I shall report this,0,1,0,0,0
RT @sohanjain: He: Flipkart iPhone 6S ? Airtel 4G Girl: iPhone 7 ...,0,0,0,0,1
"#smartphone #BigBillionDays Special Extra Rs5,000 Off on Nexus 6 &amp; Exchange upto Rs.10,000 https://t.co/7zu88k67KB #snapdeal #flipkart",0,0,0,1,0
Btw who owns (funds) Paytm?,0,0,0,0,1
RT @hasta_guy: @Flipkart failed @amazonIN &amp; @snapdeal in mobile offers. Way to go #flipkart #BigBillionDaysTomorrow #mobiles http://t.co/O...,0,0,0,0,1
RT @MaybellineIndia: @greyhalfway Share your favorite runway look from Amazon India Fashion Week and stand a chance to win something fun. #...,0,0,0,0,1
RT @dhruvishthakkar: Akki paying his regards #Flipkart #BigBillionDaysParty #AkshayKumar #AkkiAtFlipkart... https://t.co/dM7o49YMKF,0,0,0,0,1
@Paytmcare ya just got it thanks,0,1,0,0,0
@flipkartsupport @Flipkart see @iamshaaan,0,0,0,0,1
RT @BhaiRegularDiyo: @flipkart @flipkartsupport I have asked this 3times already.. I am asking it again.. Is COD option available for Big B...,0,1,0,0,0
@amazon @Flipkart Waiting fr ur big sale 13 to 17 Oct http://t.co/nlgiMRzPpz,0,0,0,1,0
@RoufDar_ che kyah osuth order kormut? @Flipkart,0,0,0,0,1
@flipkartsupport i have not got any update about my product in the flipkart app from long time OD104082924513017000,0,1,0,0,0
Snapdeal makes me want to shop more. Really cool offers available.,0,0,0,1,0
Get Free PayTM cash everyday. Enter this referral code CXNUCDFP Download now https://t.co/wXU29FRazw surely must earn morthan cashes.,0,0,0,0,1
@Paytmcare on time. Now the fcuk girl from gati courier says the package is running late. You shit the girl says... https://t.co/CXIUdPr3vg,0,1,0,0,0
RT @MaybellineIndia: @hiya_bhatia Participate in our #MaybellineAtAIFW giveaway! Share your favorite runway look from Amazon India Fashion ...,0,0,0,0,1
"@Flipkart please fix the issue..! Start delivering ur product in Allahabad, Kanpur, Varanasi.. these r major city in UP..!",0,1,0,0,0
RT @vijaytarak9999: #Flipkart #TheBigBillionDays are back .... @Flipkart @flipkartsupport @kaNTRimanu @ntrfan_ http://t.co/eg4J4WYmt2,0,0,0,0,1
RT @MaybellineIndia: @coralblooom Participate in our #MaybellineAtAIFW giveaway! Share your favorite runway look from Amazon India Fashion ...,0,0,0,0,1
@flipkartsupport @_sachinbansal Can you please call me on +919819707844,0,1,0,0,0
"@flipkartsupport Ive placed an order as home delivery, but id like to convert it to store pickup now. How do i do that?",0,1,0,0,0
@Flipkart #FlipkartFestiveHomes 1) wooden wall shelves 2) IFB 23BC4 23 L convection microwave oven 3) Homecity fabric 3+2+2 sofa set,0,0,0,0,1
@stuffednstarved Fingers crossed !! wish to win #BigBillionDaysReady @Flipkart,0,0,0,0,1
RT @makermelaIndia: #ContestAlert We are back with our Amazing Contest Get a chance to win a Flipkart Gift voucher!Tune in at 5 pm to know ...,0,0,0,1,0
